assay_id	#cmpd	assay_type	target_family
513861	56	B	Phenotypic
514432	50	F	GPCR
514433	50	F	GPCR
514546	56	F	Phenotypic
514987	60	F	Phenotypic
515687	52	B	Phenotypic
515688	51	B	Phenotypic
515702	62	B	Phenotypic
515703	62	B	Phenotypic
515852	58	B	Phenotypic
517306	100	B	Phenotypic
518975	54	B	Kinase
519272	63	B	Proteinase
520159	57	B	Phenotypic
521562	81	B	GPCR
521749	72	B	Phenotypic
521897	55	B	Phenotypic
522116	82	F	Phenotypic
522127	169	B	Kinase
523414	87	F	Phenotypic
523482	75	F	Phenotypic
530438	98	B	NHR
531578	52	B	Kinase
532293	52	F	Phenotypic
532295	52	F	Phenotypic
534523	61	F	Phenotypic
535054	61	F	Phenotypic
535394	85	F	Phenotypic
535396	85	F	Phenotypic
535398	85	F	Phenotypic
535399	85	F	Phenotypic
535400	85	F	Phenotypic
537187	50	B	Kinase
537478	50	A	Phenotypic
537479	50	F	Phenotypic
537481	50	F	Phenotypic
538268	82	A	Phenotypic
538751	119	B	Phenotypic
538760	91	F	Phenotypic
538786	76	F	GPCR
539074	69	B	Ion channel
539400	54	B	Phenotypic
539657	108	B	NHR
539663	51	F	NHR
540539	86	F	Phenotypic
540542	256	F	Phenotypic
540544	50	F	Phenotypic
540740	67	B	GPCR
540741	67	B	GPCR
540742	67	B	GPCR
540743	65	B	GPCR
543133	64	F	Phenotypic
544113	54	B	Phenotypic
544730	59	B	Proteinase
545023	64	F	Phenotypic
545024	51	B	Phenotypic
545202	73	F	Phenotypic
552254	52	B	Phenotypic
552255	52	B	Phenotypic
552452	115	B	Phenotypic
552584	153	B	Phenotypic
552585	144	B	Phenotypic
555772	54	F	Phenotypic
556797	56	B	Phenotypic
556838	251	B	Phenotypic
556875	54	B	Kinase
556876	53	B	Kinase
556877	53	B	Kinase
556996	57	B	GPCR
557715	54	B	Phenotypic
558173	63	B	Phenotypic
558174	64	B	GPCR
558515	67	B	GPCR
558735	69	B	Ion channel
558984	50	F	Phenotypic
559247	58	F	Ion channel
559248	58	F	Ion channel
560527	171	B	Phenotypic
560532	57	B	GPCR
560533	57	B	GPCR
560534	53	B	GPCR
560809	81	B	Phenotypic
562387	53	F	GPCR
562451	54	B	Phenotypic
563052	65	B	GPCR
564602	50	B	Phenotypic
564965	56	A	Phenotypic
564967	56	F	Phenotypic
564968	56	F	Phenotypic
565094	56	F	Phenotypic
566087	57	F	Phenotypic
566529	50	B	GPCR
566530	50	B	GPCR
566531	50	F	GPCR
566532	50	B	GPCR
566776	66	A	Phenotypic
566777	66	F	Phenotypic
566779	66	F	Phenotypic
566781	62	F	Phenotypic
566860	60	F	GPCR
566939	67	B	Phenotypic
566940	67	F	Phenotypic
570538	71	B	GPCR
570539	71	B	GPCR
570757	74	B	Proteinase
570758	109	B	Phenotypic
570759	117	B	Kinase
571371	52	F	Phenotypic
572966	53	B	Proteinase
573011	54	F	Phenotypic
573581	89	F	Phenotypic
573583	80	F	Phenotypic
574385	79	F	Ion channel
575603	55	B	Phenotypic
575604	55	B	Phenotypic
575802	58	B	Proteinase
575803	56	B	Proteinase
576549	50	B	Phenotypic
577226	147	B	NHR
577227	147	F	Phenotypic
577230	61	B	NHR
579304	74	F	Phenotypic
579306	63	F	Phenotypic
579309	74	B	Phenotypic
579310	74	B	Phenotypic
579311	74	F	Phenotypic
579907	67	B	Phenotypic
579922	51	B	Phenotypic
580625	80	F	Phenotypic
582126	58	B	Ion channel
583010	76	B	GPCR
583012	76	F	GPCR
585133	73	B	GPCR
585134	71	F	GPCR
585475	52	F	Phenotypic
587657	61	F	Phenotypic
587658	61	F	Phenotypic
587660	61	F	Phenotypic
587661	61	F	Phenotypic
587662	61	F	Phenotypic
587680	147	B	Kinase
587702	51	B	GPCR
587705	51	F	GPCR
588141	54	B	GPCR
588142	54	B	GPCR
588489	69	B	GPCR
588709	68	B	Kinase
588710	68	B	Kinase
591251	91	F	Phenotypic
591252	92	F	Phenotypic
591253	92	F	Phenotypic
592450	58	B	Phenotypic
592924	53	F	Phenotypic
592925	53	A	Phenotypic
595036	105	B	GPCR
595037	105	F	GPCR
595157	50	B	Phenotypic
595939	52	F	GPCR
596087	67	B	GPCR
596088	67	B	GPCR
596090	61	F	GPCR
596428	60	A	Phenotypic
596429	60	F	Phenotypic
596431	60	F	Phenotypic
596433	60	F	Phenotypic
596645	59	B	Phenotypic
596837	57	B	GPCR
597345	65	F	Phenotypic
598134	59	F	Phenotypic
598612	104	B	Kinase
599573	66	B	Phenotypic
599604	62	B	Ion channel
599616	90	B	Phenotypic
600391	55	B	Phenotypic
600885	5271	F	Phenotypic
600886	5254	F	Phenotypic
603293	52	B	Kinase
603488	94	F	Phenotypic
603744	51	F	GPCR
604345	80	B	Phenotypic
605405	70	B	GPCR
605406	70	B	GPCR
605612	80	F	GPCR
607926	141	B	Phenotypic
608993	66	F	GPCR
609034	78	B	GPCR
609122	75	B	GPCR
609123	78	F	GPCR
609454	51	B	Phenotypic
609464	52	F	GPCR
609465	59	B	GPCR
609846	52	F	GPCR
610312	80	B	Phenotypic
610313	80	B	Phenotypic
610564	72	B	Phenotypic
610565	52	F	Phenotypic
610820	78	B	Phenotypic
611264	65	F	Phenotypic
611932	56	B	GPCR
611970	50	B	Kinase
611971	50	F	Phenotypic
611972	50	B	Kinase
612154	79	B	Phenotypic
612189	97	B	GPCR
612285	256	B	GPCR
612286	256	F	Phenotypic
612848	84	B	Phenotypic
612849	75	B	Phenotypic
613320	59	B	Phenotypic
613511	60	B	GPCR
613982	50	B	Phenotypic
614756	58	B	Kinase
615503	57	F	GPCR
615505	57	B	GPCR
615506	57	B	GPCR
616299	64	B	Kinase
617125	53	F	GPCR
617338	59	B	Phenotypic
617339	51	F	Phenotypic
619386	58	B	Proteinase
619859	106	B	Proteinase
619933	56	B	Kinase
619934	56	B	Kinase
619936	56	B	Kinase
619937	56	B	Kinase
619938	56	B	Kinase
619939	54	B	Kinase
619940	54	B	Kinase
620646	127	B	NHR
620647	127	B	NHR
620648	136	B	NHR
620935	50	B	Phenotypic
620938	54	F	GPCR
621326	54	B	Kinase
621599	57	B	GPCR
622359	61	B	Kinase
622825	76	B	Phenotypic
622939	53	F	Phenotypic
623652	75	F	Phenotypic
623653	75	F	Phenotypic
623654	75	F	Phenotypic
623655	76	F	Phenotypic
623656	76	F	Phenotypic
624014	56	F	GPCR
626787	69	B	GPCR
626788	62	B	GPCR
627703	60	B	Phenotypic
627868	61	B	Phenotypic
628212	66	F	Phenotypic
628628	64	F	Phenotypic
628657	88	F	GPCR
628669	96	B	Phenotypic
629376	52	B	Phenotypic
629724	63	F	Ion channel
629725	63	F	Ion channel
629753	59	B	GPCR
631548	67	B	Proteinase
632481	66	B	GPCR
632482	66	B	GPCR
632953	59	F	Phenotypic
633769	408	B	Phenotypic
634029	65	B	Phenotypic
634304	75	B	GPCR
634305	75	B	GPCR
634306	75	B	Ion channel
635026	60	B	GPCR
635221	51	F	GPCR
635521	59	B	GPCR
635559	69	F	GPCR
635680	59	B	Phenotypic
636763	111	B	Ion channel
637408	54	B	Phenotypic
637980	83	F	Phenotypic
637985	85	F	Phenotypic
638726	131	B	Proteinase
640075	68	B	Phenotypic
641177	54	B	Phenotypic
642499	152	F	GPCR
644244	55	F	Phenotypic
644715	56	B	Phenotypic
646857	61	F	Phenotypic
646859	292	F	Phenotypic
646868	77	F	Phenotypic
646869	69	F	Phenotypic
646978	85	B	Phenotypic
646979	85	B	Phenotypic
647227	56	B	GPCR
647228	56	B	Phenotypic
647615	75	F	GPCR
649306	66	F	Phenotypic
649312	62	A	Phenotypic
649313	63	F	Phenotypic
649316	63	F	Phenotypic
649317	63	F	Phenotypic
649964	56	F	NHR
649997	200	B	Phenotypic
649998	199	B	Phenotypic
649999	63	F	Phenotypic
650211	93	F	Ion channel
650213	93	F	Ion channel
650214	94	F	Ion channel
650215	94	F	Ion channel
650216	94	F	Ion channel
651359	55	B	Proteinase
651627	64	F	GPCR
652133	50	B	Kinase
654559	71	B	Kinase
654561	50	B	Kinase
654921	192	B	Phenotypic
654922	189	B	Phenotypic
654923	196	B	Phenotypic
654924	192	B	Phenotypic
654925	159	B	Kinase
654926	196	B	Kinase
654927	102	B	Phenotypic
654928	159	B	Kinase
654929	159	B	Kinase
654930	159	B	Kinase
654931	157	B	Phenotypic
654932	157	B	Kinase
654933	158	B	Kinase
654934	158	B	Kinase
655558	79	B	Kinase
659976	51	B	Phenotypic
661763	118	B	Phenotypic
662951	70	F	GPCR
663804	79	B	Phenotypic
664672	61	B	GPCR
664673	61	B	GPCR
664850	50	B	Kinase
664904	52	B	Proteinase
664906	51	B	Proteinase
665226	52	B	Phenotypic
665227	53	B	Phenotypic
665346	72	F	Phenotypic
665348	72	F	Phenotypic
665349	64	A	Phenotypic
665404	53	B	Phenotypic
665493	52	B	GPCR
665494	51	F	GPCR
665507	51	B	Phenotypic
665678	62	B	Proteinase
665765	71	B	Phenotypic
671192	55	B	Phenotypic
674074	60	B	Kinase
674305	62	F	Phenotypic
674308	62	F	Phenotypic
674717	64	B	Proteinase
674726	56	B	Proteinase
674827	53	F	Phenotypic
674828	53	F	Phenotypic
674829	53	F	Phenotypic
674830	53	F	Phenotypic
674831	53	F	Phenotypic
674832	53	F	Phenotypic
674833	53	F	Phenotypic
675275	76	B	Proteinase
675412	54	B	Phenotypic
675629	65	B	Kinase
675685	52	F	GPCR
676158	59	B	Kinase
685143	63	B	Phenotypic
685562	60	F	Phenotypic
685575	57	F	GPCR
685646	55	B	Proteinase
686303	53	F	Ion channel
687185	58	B	Ion channel
687187	54	B	Ion channel
687739	52	B	Kinase
687740	54	B	Kinase
687741	57	B	Kinase
687950	55	B	Kinase
688112	2113	F	Phenotypic
688113	1656	B	NHR
688115	99	F	Phenotypic
688116	77	F	Phenotypic
688118	417	F	Phenotypic
688119	363	B	Ion channel
688120	316	F	Phenotypic
688125	2351	F	Phenotypic
688128	28039	F	Phenotypic
688131	1699	F	Phenotypic
688134	235	F	Phenotypic
688135	55	F	Phenotypic
688138	469	F	Phenotypic
688142	945	F	Phenotypic
688144	85	F	Phenotypic
688150	2016	F	Phenotypic
688152	360	F	Phenotypic
688155	11204	F	Phenotypic
688159	77	F	Phenotypic
688161	5077	F	Phenotypic
688167	53	F	NHR
688171	20142	F	Phenotypic
688176	191	B	Phenotypic
688177	60	F	Phenotypic
688181	4040	F	Phenotypic
688182	122	F	NHR
688183	186	F	Ion channel
688184	207	F	Phenotypic
688185	167	B	Phenotypic
688186	1273	F	Phenotypic
688187	113	F	NHR
688192	115	F	Phenotypic
688194	360	F	Phenotypic
688195	128	B	Phenotypic
688197	78	F	Phenotypic
688201	123	B	Phenotypic
688202	327	B	NHR
688205	98	F	Phenotypic
688210	337	F	Phenotypic
688213	210	B	Kinase
688214	68	F	Phenotypic
688218	113	F	Phenotypic
688222	63	F	Phenotypic
688226	112	A	Ion channel
688230	126	A	NHR
688231	60	B	Phenotypic
688233	4008	F	Phenotypic
688235	467	F	Phenotypic
688236	2029	F	NHR
688239	87979	F	Phenotypic
688242	127	F	Phenotypic
688243	52	B	Phenotypic
688245	156	F	Proteinase
688249	127	B	Phenotypic
688251	254	F	Phenotypic
688252	266	F	Phenotypic
688254	93	B	Phenotypic
688255	75	F	Phenotypic
688256	143	F	Phenotypic
688257	188	F	Phenotypic
688259	522	F	Phenotypic
688261	1127	F	Phenotypic
688262	100	F	GPCR
688264	94	B	NHR
688265	101	F	Phenotypic
688266	1088	F	Phenotypic
688267	61257	F	Phenotypic
688270	147	F	Phenotypic
688274	409	F	Phenotypic
688276	1008	F	Phenotypic
688277	3280	F	NHR
688279	1808	F	Phenotypic
688282	6020	F	Proteinase
688284	819	F	Phenotypic
688288	2029	F	NHR
688290	170	F	Kinase
688291	109	F	Phenotypic
688292	348	F	NHR
688293	7010	F	Kinase
688300	1571	B	Phenotypic
688305	215	F	NHR
688307	433	B	NHR
688309	1571	F	Phenotypic
688310	341	F	Proteinase
688323	5452	F	Phenotypic
688325	85	F	Phenotypic
688326	1694	F	Phenotypic
688329	85	F	NHR
688332	205	F	Phenotypic
688333	127	B	Phenotypic
688334	396	F	NHR
688337	63	F	GPCR
688340	13699	F	Phenotypic
688341	11885	F	GPCR
688343	106	F	Phenotypic
688346	269	F	Phenotypic
688347	103	F	Phenotypic
688354	381	F	GPCR
688356	94	F	NHR
688357	1147	F	Phenotypic
688359	65	B	Phenotypic
688362	254	F	Phenotypic
688363	117	F	GPCR
688364	93	B	Phenotypic
688367	58	F	Phenotypic
688379	88	F	GPCR
688380	114	F	NHR
688381	75	F	Ion channel
688382	16974	F	Phenotypic
688391	122	F	NHR
688392	547	F	Phenotypic
688395	605	F	Kinase
688397	120	B	Phenotypic
688398	66	F	Phenotypic
688403	95	F	Phenotypic
688404	128	B	Phenotypic
688405	112	F	GPCR
688407	6208	F	NHR
688411	62	F	Kinase
688416	3203	F	Phenotypic
688417	103	F	GPCR
688419	54	F	NHR
688420	63	F	GPCR
688422	35159	F	Phenotypic
688425	457	B	Phenotypic
688427	362	B	Kinase
688428	176	F	Phenotypic
688431	80	F	GPCR
688432	1129	F	NHR
688436	98	F	Phenotypic
688437	130	F	Phenotypic
688444	1485	F	Phenotypic
688447	396	F	NHR
688448	60	F	Kinase
688451	53	F	NHR
688453	4324	F	Phenotypic
688459	97	F	Phenotypic
688461	235	F	Phenotypic
688464	269	F	Phenotypic
688467	348	F	NHR
688469	2009	F	Phenotypic
688470	994	F	NHR
688471	175	F	Phenotypic
688474	253	F	Phenotypic
688476	269	F	Phenotypic
688477	162	F	Phenotypic
688479	427	F	Phenotypic
688481	90	F	Phenotypic
688482	101	B	Phenotypic
688483	85	F	Phenotypic
688485	121	F	Phenotypic
688486	141	F	Phenotypic
688487	88	F	Phenotypic
688494	80	F	GPCR
688495	93	B	Phenotypic
688497	18407	F	Phenotypic
688500	66	F	NHR
688501	114	F	Phenotypic
688502	74	F	Phenotypic
688503	154	F	Phenotypic
688504	113	F	Phenotypic
688509	209	F	Phenotypic
688510	117	F	GPCR
688521	111	F	Phenotypic
688523	1145	B	Phenotypic
688524	4822	F	Phenotypic
688534	126	F	GPCR
688537	3160	F	Phenotypic
688540	63	F	GPCR
688545	339	F	GPCR
688546	10098	F	NHR
688547	126	A	NHR
688549	6117	F	NHR
688550	6291	F	Phenotypic
688551	488	F	GPCR
688555	348	F	NHR
688558	1126	F	Phenotypic
688561	152	F	NHR
688562	80	F	Phenotypic
688563	70	F	Kinase
688564	79	F	Kinase
688570	68	B	Phenotypic
688573	100	F	Phenotypic
688574	1162	F	Phenotypic
688577	105	F	Phenotypic
688582	108	F	Phenotypic
688586	100	F	Phenotypic
688589	101	B	Phenotypic
688591	88	F	GPCR
688597	3164	F	Phenotypic
688598	175	F	Phenotypic
688600	2168	F	Phenotypic
688603	94	F	NHR
688604	127	F	Phenotypic
688605	91	F	Phenotypic
688606	109	F	Phenotypic
688612	22825	F	Phenotypic
688616	126	F	GPCR
688617	312	F	Phenotypic
688618	52	F	Phenotypic
688619	311	F	Phenotypic
688620	51390	F	NHR
688623	2052	F	Phenotypic
688624	364	F	Kinase
688625	109	F	Phenotypic
688630	128	F	Phenotypic
688631	400	F	NHR
688633	909	F	Phenotypic
688636	11825	F	Phenotypic
688641	5745	A	Phenotypic
688643	2993	A	Phenotypic
688644	2081	F	Phenotypic
688645	141	B	Phenotypic
688646	62	F	Phenotypic
688648	2465	F	Phenotypic
688650	50	B	Phenotypic
688653	31815	F	Phenotypic
688654	122	F	Phenotypic
688660	3055	F	Kinase
688661	103	F	Phenotypic
688662	1133	F	Phenotypic
688663	65	F	Phenotypic
688670	123	B	Phenotypic
688673	4683	F	Phenotypic
688675	134	F	Phenotypic
688676	135	F	Phenotypic
688678	177	F	Phenotypic
688680	124	B	Phenotypic
688685	193	F	Phenotypic
688686	121	F	Phenotypic
688687	8433	F	Phenotypic
688689	85	F	Phenotypic
688691	81	F	Phenotypic
688692	69	F	Phenotypic
688696	337	F	Phenotypic
688697	1896	F	Phenotypic
688701	107	F	Kinase
688709	411	F	Phenotypic
688716	113	F	Phenotypic
688719	386	B	NHR
688721	15767	F	GPCR
688722	184	F	Phenotypic
688723	138	B	Phenotypic
688724	11468	B	Phenotypic
688725	79	B	Phenotypic
688730	1368	F	Phenotypic
688733	106	F	NHR
688734	61	F	Phenotypic
688735	114	F	NHR
688738	98	F	Phenotypic
688741	529	F	Proteinase
688743	149	F	Phenotypic
688745	50	F	Phenotypic
688746	6291	F	Phenotypic
688750	1122	F	Proteinase
688751	296	F	Phenotypic
688752	400	F	NHR
688759	35824	F	NHR
688761	235	F	Phenotypic
688762	1356	F	Phenotypic
688763	81	F	Phenotypic
688766	83	F	GPCR
688767	128	B	Ion channel
688769	100	F	Phenotypic
688772	78	F	Phenotypic
688776	1112	F	Phenotypic
688780	134	F	Kinase
688781	558	F	Kinase
688792	76	B	Phenotypic
688798	4165	F	NHR
688799	3276	A	Phenotypic
688807	70	F	NHR
688810	31815	F	Phenotypic
688816	32927	F	Phenotypic
688818	60	B	Phenotypic
688827	84	F	Phenotypic
688829	153	F	Phenotypic
688839	5745	A	Phenotypic
688843	93	F	Phenotypic
688845	921	F	Phenotypic
688846	122	F	NHR
688849	1669	B	NHR
688854	1423	F	Phenotypic
688855	1701	F	Phenotypic
688859	300	F	Phenotypic
688867	2153	F	Phenotypic
688877	1795	F	Phenotypic
688879	115	F	GPCR
688884	87	F	Phenotypic
688885	2665	A	Phenotypic
688886	107	F	Phenotypic
688889	11825	F	Phenotypic
688892	311	F	Phenotypic
696215	54	B	GPCR
697223	54	B	Phenotypic
698147	57	F	Phenotypic
699967	53	B	Phenotypic
701282	60	F	GPCR
701308	121	B	GPCR
702737	73	B	Phenotypic
714442	50	F	Phenotypic
714443	50	F	Phenotypic
714645	67	B	Kinase
714809	124	F	Phenotypic
714824	112	F	Phenotypic
715074	64	B	GPCR
715113	58	B	Phenotypic
715420	58	B	Kinase
715421	61	B	Proteinase
717852	101	B	GPCR
717853	101	B	GPCR
718656	60	F	Ion channel
723718	51	B	Phenotypic
725047	67	F	Phenotypic
725152	75	B	Ion channel
726362	53	F	GPCR
727292	61	B	Phenotypic
727385	56	B	Phenotypic
727386	56	B	Phenotypic
727521	81	B	Kinase
728128	97	F	Phenotypic
728129	97	F	Phenotypic
728130	97	F	Phenotypic
728289	64	B	Proteinase
728290	63	B	Proteinase
728291	62	B	Proteinase
728369	61	B	GPCR
728398	52	B	GPCR
729455	59	F	Phenotypic
729456	59	F	Phenotypic
729458	59	A	Phenotypic
729459	59	A	Phenotypic
736488	84	B	Phenotypic
736830	279	F	Phenotypic
736835	79	F	Phenotypic
736836	230	B	Proteinase
736838	140	F	Phenotypic
736841	207	F	GPCR
736850	51	B	Phenotypic
736852	74	F	Phenotypic
736855	107	F	Phenotypic
736911	204	F	GPCR
736948	104	F	Phenotypic
736953	140	F	Phenotypic
736954	87	F	Phenotypic
736957	62	F	GPCR
736962	673	F	Phenotypic
736967	243	B	Phenotypic
736971	699	F	Proteinase
736975	243	B	Phenotypic
736980	75	F	Phenotypic
736988	86	B	NHR
736997	66	F	GPCR
737000	247	F	GPCR
737003	315	F	Phenotypic
737014	674	F	Phenotypic
737018	66	F	GPCR
737022	673	F	Phenotypic
737030	62	F	GPCR
737033	296	F	Phenotypic
737034	326	F	Phenotypic
737039	152	B	Phenotypic
737046	66	F	GPCR
737054	159	F	Phenotypic
737056	152	B	Phenotypic
737058	172	F	Phenotypic
737059	298	F	Phenotypic
737062	108	B	Phenotypic
737064	400	B	NHR
737068	52	B	Phenotypic
737075	148	F	Phenotypic
737077	96	F	Phenotypic
737084	51	F	GPCR
737087	545	F	Phenotypic
737093	140	F	Phenotypic
737094	415	F	Phenotypic
737098	543	F	Phenotypic
737104	70	B	Phenotypic
737105	143	F	Phenotypic
737115	106	F	Phenotypic
737116	191	B	Phenotypic
737121	626	F	Phenotypic
737122	205	F	Phenotypic
737125	109	B	Phenotypic
737136	86	F	Phenotypic
737146	210	F	GPCR
737148	673	F	Phenotypic
737150	277	F	Phenotypic
737159	188	F	Phenotypic
737168	156	B	Phenotypic
737171	159	F	Phenotypic
737172	179	B	Phenotypic
737184	156	B	Phenotypic
737189	2197	F	Phenotypic
737194	82	F	GPCR
737205	128	F	Phenotypic
737209	157	F	Phenotypic
737212	545	F	Phenotypic
737216	172	B	Phenotypic
737232	85	F	GPCR
737234	280	F	GPCR
737235	60	F	GPCR
737240	112	F	Phenotypic
737241	81	F	Phenotypic
737242	316	F	Phenotypic
737256	455	F	Phenotypic
737258	99	F	Phenotypic
737259	123	B	Phenotypic
737262	1117	F	Phenotypic
737264	88	B	Kinase
737270	122	F	Phenotypic
737273	626	F	Phenotypic
737277	297	B	Phenotypic
737284	85	F	Phenotypic
737289	135	F	Phenotypic
737290	214	F	Phenotypic
737293	326	F	Phenotypic
737298	219	F	Phenotypic
737299	57	F	GPCR
737302	363	B	Ion channel
737305	86	B	NHR
737310	65	F	Phenotypic
737313	247	F	Phenotypic
737315	82	F	Phenotypic
737320	105	B	Phenotypic
737325	454	F	Phenotypic
737333	226	B	NHR
737339	145	F	Phenotypic
737353	257	F	Phenotypic
737357	1946	F	Phenotypic
737359	699	F	Phenotypic
737367	456	B	Phenotypic
737370	672	F	Phenotypic
737371	100	F	Phenotypic
737376	55	F	Phenotypic
737379	2198	F	Phenotypic
737383	1457	B	Phenotypic
737385	128	F	Phenotypic
737390	699	F	Phenotypic
737391	70	B	Phenotypic
737392	211	F	Phenotypic
737396	90	F	Ion channel
737403	544	F	Phenotypic
737406	82	F	Phenotypic
737408	446	F	Phenotypic
737417	101	F	Phenotypic
737419	66	F	GPCR
737421	931	F	Phenotypic
737422	145	F	Phenotypic
737424	247	F	GPCR
737425	219	F	Phenotypic
737452	930	F	Phenotypic
737453	80	F	Ion channel
737456	93	F	GPCR
737457	104	B	Phenotypic
737458	57	F	Phenotypic
737469	91	F	Phenotypic
737473	76	B	Phenotypic
737532	578	F	Phenotypic
737534	66	F	Phenotypic
737535	152	B	Phenotypic
737541	672	F	Phenotypic
737545	80	F	Phenotypic
737622	454	F	Phenotypic
737627	66	B	Phenotypic
737630	101	F	Phenotypic
737632	196	B	Phenotypic
737636	159	F	Phenotypic
737705	85	F	Phenotypic
737709	174	F	Phenotypic
737710	66	F	GPCR
737715	140	F	Phenotypic
737724	458	F	Phenotypic
737725	87	F	GPCR
737822	5171	F	Phenotypic
737823	9252	F	Phenotypic
737824	8698	F	Phenotypic
737825	8331	F	Phenotypic
737826	7068	F	Phenotypic
739425	52	F	Phenotypic
739780	64	B	Phenotypic
741329	59	F	GPCR
741534	51	F	Phenotypic
743338	50	B	Kinase
743383	50	B	Kinase
743384	50	B	Kinase
744018	70	B	Phenotypic
744057	77	B	Kinase
744131	83	F	GPCR
744200	51	B	Kinase
744201	51	B	Kinase
745138	52	B	Phenotypic
745548	61	B	Phenotypic
745549	59	B	Kinase
745890	54	B	Phenotypic
746117	70	F	Phenotypic
746119	70	F	Phenotypic
746660	56	F	Phenotypic
747784	50	F	Phenotypic
749248	56	B	Ion channel
749293	66	B	GPCR
749421	83	B	Kinase
749913	54	F	GPCR
749914	51	F	GPCR
751711	81	F	Phenotypic
751786	59	B	Phenotypic
751789	50	F	Phenotypic
752182	73	B	GPCR
752183	67	F	GPCR
752283	330	F	Phenotypic
752306	234	F	Phenotypic
752310	2090	F	Phenotypic
752316	300	F	Phenotypic
752317	311	F	Phenotypic
752319	217	B	Phenotypic
752326	304	F	Phenotypic
752327	1480	F	Phenotypic
752335	144	F	Phenotypic
752339	643	F	Phenotypic
752352	78	F	Phenotypic
752367	457	F	Phenotypic
752368	107	F	Phenotypic
752371	266	F	Phenotypic
752377	183	F	Phenotypic
752384	115	B	Phenotypic
752386	2036	F	Phenotypic
752389	455	F	Phenotypic
752395	859	F	Phenotypic
752398	578	F	Phenotypic
752406	80	B	Phenotypic
752412	77	F	Phenotypic
752414	208	F	Phenotypic
752420	406	F	Phenotypic
752423	411	F	Phenotypic
752430	101	F	Proteinase
752436	2087	F	Phenotypic
752439	77	F	Phenotypic
752448	234	B	Phenotypic
752455	217	F	Phenotypic
752462	222	F	GPCR
752465	101	F	Phenotypic
752467	223	F	GPCR
752472	265	F	Phenotypic
752480	859	F	Phenotypic
752485	266	F	Proteinase
752494	222	F	GPCR
752504	354	F	Phenotypic
752506	2210	F	Phenotypic
752507	172	F	Phenotypic
752508	101	F	Phenotypic
752518	240	F	Phenotypic
752529	152	B	Kinase
752532	266	F	Phenotypic
752533	1480	F	Phenotypic
752538	578	F	Phenotypic
752541	455	F	Phenotypic
752548	98	F	Phenotypic
752555	83	F	Phenotypic
752558	217	F	Phenotypic
752567	838	B	Kinase
752576	214	B	Proteinase
752577	385	F	Phenotypic
752580	217	F	Phenotypic
752581	333	F	Phenotypic
752585	265	F	Phenotypic
752588	265	F	Phenotypic
752589	76	B	Phenotypic
752591	176	F	GPCR
752640	50	B	Phenotypic
752822	67	B	Phenotypic
753234	145	B	Phenotypic
753892	108	F	Phenotypic
753893	102	F	Phenotypic
753894	83	F	Phenotypic
753895	92	F	Phenotypic
753959	123	B	Phenotypic
753968	100	B	Kinase
754944	53	B	Phenotypic
755719	75	F	Phenotypic
755720	75	F	Phenotypic
755721	75	F	Phenotypic
755794	66	B	Kinase
755797	51	B	Kinase
755855	55	F	Phenotypic
756581	111	F	Phenotypic
756582	111	F	Phenotypic
756584	108	A	Phenotypic
756675	78	B	Kinase
757250	81	B	Phenotypic
759348	53	B	Proteinase
759559	71	B	Kinase
759897	55	B	GPCR
760261	134	F	Phenotypic
760264	109	F	Phenotypic
761927	74	B	Phenotypic
761928	74	F	Phenotypic
762154	59	F	Phenotypic
762155	51	F	Phenotypic
762156	51	A	Phenotypic
762464	55	F	Phenotypic
762465	55	F	Phenotypic
762744	53	F	Phenotypic
762863	51	F	Phenotypic
762864	51	F	Phenotypic
763490	66	F	GPCR
763491	66	F	GPCR
763492	66	F	GPCR
763493	66	F	GPCR
764847	437	B	Kinase
765426	67	B	Phenotypic
766559	69	B	Phenotypic
766560	65	B	Phenotypic
766669	227	B	GPCR
766743	83	B	GPCR
766794	103	B	GPCR
766795	104	B	Phenotypic
767700	55	B	Proteinase
768726	50	F	GPCR
769089	57	B	Kinase
769241	53	B	Phenotypic
770426	62	B	Phenotypic
770788	78	B	Phenotypic
770827	50	B	GPCR
771345	66	B	Kinase
772808	112	F	Phenotypic
772809	112	F	Phenotypic
772988	59	B	GPCR
772990	54	B	Ion channel
774024	733	F	Phenotypic
774025	722	T	Phenotypic
775393	63	B	Phenotypic
775394	63	B	Phenotypic
776643	60	B	Kinase
776690	60	B	Kinase
785711	122	B	GPCR
786095	96	B	GPCR
787236	78	B	Phenotypic
787238	65	B	Phenotypic
787655	50	F	Phenotypic
787656	50	F	Phenotypic
787657	50	F	Phenotypic
787658	50	F	Phenotypic
787659	50	F	Phenotypic
787660	50	F	Phenotypic
787661	50	F	Phenotypic
787662	50	F	Phenotypic
788035	56	B	Kinase
788036	56	B	Kinase
788177	50	F	Phenotypic
788178	50	B	Phenotypic
788179	50	F	Phenotypic
789189	80	B	GPCR
794418	61	F	Phenotypic
794419	62	F	Phenotypic
794420	60	F	Phenotypic
794421	62	F	Phenotypic
795623	51	F	Phenotypic
795889	72	B	Proteinase
797232	74	B	Phenotypic
797692	51	F	GPCR
797766	58	F	Phenotypic
798279	71	B	Phenotypic
798934	67	F	Phenotypic
798935	66	B	Phenotypic
799337	56	B	NHR
803066	52	F	GPCR
803068	52	F	GPCR
803130	54	B	Kinase
803805	62	B	Phenotypic
804325	50	F	Ion channel
806931	70	B	Phenotypic
